city,timestamp,temperature,season
New York,2010-01-01,7.1622366692159005,winter
New York,2010-01-02,8.048603409423503,winter
New York,2010-01-03,-2.443189458728735,winter
New York,2010-01-04,3.4000369708663887,winter
New York,2010-01-05,8.778664396551036,winter
New York,2010-01-06,1.2210512409418308,winter
New York,2010-01-07,4.174668224702607,winter
New York,2010-01-08,1.3593077699955254,winter
New York,2010-01-09,2.4809735193086695,winter
New York,2010-01-10,-10.381574144619083,winter
New York,2010-01-11,-1.3353524332264888,winter
New York,2010-01-12,-3.3279866653415247,winter
New York,2010-01-13,-1.874557043479057,winter
New York,2010-01-14,-5.176556948012152,winter
New York,2010-01-15,0.7313078325342379,winter
New York,2010-01-16,-4.417283854046282,winter
New York,2010-01-17,-3.6227505026076283,winter
New York,2010-01-18,3.0017468595454773,winter
New York,2010-01-19,0.15044560556608233,winter
New York,2010-01-20,-1.525204963502652,winter
New York,2010-01-21,-5.855465854513745,winter
New York,2010-01-22,-1.9136898646715315,winter
New York,2010-01-23,-0.22031991052990765,winter
New York,2010-01-24,-1.847246282437689,winter
New York,2010-01-25,-11.21805329595418,winter
New York,2010-01-26,0.44482401991350673,winter
New York,2010-01-27,0.07555227586047301,winter
New York,2010-01-28,-8.436947654775736,winter
New York,2010-01-29,-0.9492951232281998,winter
New York,2010-01-30,-3.658189732414434,winter
New York,2010-01-31,3.270522419082056,winter
New York,2010-02-01,-2.917333827127627,winter
New York,2010-02-02,-1.5200137349061285,winter
New York,2010-02-03,-2.5740058851379874,winter
New York,2010-02-04,8.36118425605818,winter
New York,2010-02-05,5.354888465862424,winter
New York,2010-02-06,-7.080143144342724,winter
New York,2010-02-07,3.8686558437468093,winter
New York,2010-02-08,1.2311291638196096,winter
New York,2010-02-09,-2.9191963502957203,winter
New York,2010-02-10,8.30279888233189,winter
New York,2010-02-11,3.3472670590196536,winter
New York,2010-02-12,1.8043929678813597,winter
New York,2010-02-13,4.699297999299645,winter
New York,2010-02-14,9.963149493433116,winter
New York,2010-02-15,-6.661808921106033,winter
New York,2010-02-16,5.313686161072459,winter
New York,2010-02-17,-6.051737095530669,winter
New York,2010-02-18,-4.694820720063446,winter
New York,2010-02-19,-7.978289303778562,winter
New York,2010-02-20,0.8498697571574028,winter
New York,2010-02-21,-5.714251799648507,winter
New York,2010-02-22,4.954086727553224,winter
New York,2010-02-23,1.0649729939880506,winter
New York,2010-02-24,8.938733981955446,winter
New York,2010-02-25,-6.387499744667872,winter
New York,2010-02-26,4.6119766180624415,winter
New York,2010-02-27,-1.2713952025747077,winter
New York,2010-02-28,3.6497632341319672,winter
New York,2010-03-01,13.017813500676352,spring
New York,2010-03-02,12.902117788988383,spring
New York,2010-03-03,1.3964701692811605,spring
New York,2010-03-04,15.33213587205934,spring
New York,2010-03-05,11.186215263226078,spring
New York,2010-03-06,14.559913155825733,spring
New York,2010-03-07,10.038572619365464,spring
New York,2010-03-08,5.721020977945587,spring
New York,2010-03-09,8.818971781107571,spring
New York,2010-03-10,16.213979142319516,spring
New York,2010-03-11,6.731253683271074,spring
New York,2010-03-12,5.80034300597337,spring
New York,2010-03-13,16.929946529293183,spring
New York,2010-03-14,15.710084861310818,spring
New York,2010-03-15,11.014034437567636,spring
New York,2010-03-16,9.674695365799863,spring
New York,2010-03-17,6.8933038149773935,spring
New York,2010-03-18,7.415402791687885,spring
New York,2010-03-19,11.318467517024477,spring
New York,2010-03-20,10.299711820637782,spring
New York,2010-03-21,8.73377590055265,spring
New York,2010-03-22,10.51791166206499,spring
New York,2010-03-23,4.327064286487007,spring
New York,2010-03-24,5.780023153359856,spring
New York,2010-03-25,10.935240006254237,spring
New York,2010-03-26,7.823569529408731,spring
New York,2010-03-27,9.197477289259172,spring
New York,2010-03-28,15.280843287785006,spring
New York,2010-03-29,3.9962219150480554,spring
New York,2010-03-30,8.479946006353751,spring
New York,2010-03-31,4.989163274826174,spring
New York,2010-04-01,18.84741316718163,spring
New York,2010-04-02,17.30551454405272,spring
New York,2010-04-03,14.387128760544542,spring
New York,2010-04-04,8.382842657192622,spring
New York,2010-04-05,19.59944562565854,spring
New York,2010-04-06,11.632721632687732,spring
New York,2010-04-07,11.618601605188005,spring
New York,2010-04-08,9.625521484675351,spring
New York,2010-04-09,7.361519657279136,spring
New York,2010-04-10,9.10047838773061,spring
New York,2010-04-11,14.05869183283421,spring
New York,2010-04-12,0.8045695131089534,spring
New York,2010-04-13,11.44613515529744,spring
New York,2010-04-14,13.591428342898503,spring
New York,2010-04-15,21.125203037683338,spring
New York,2010-04-16,12.0239350719139,spring
New York,2010-04-17,11.629021752460215,spring
New York,2010-04-18,7.8549983790938285,spring
New York,2010-04-19,8.318381829612449,spring
New York,2010-04-20,7.787553758703561,spring
New York,2010-04-21,11.65786283241066,spring
New York,2010-04-22,15.05798043268781,spring
New York,2010-04-23,12.504975130555838,spring
New York,2010-04-24,11.505541284351276,spring
New York,2010-04-25,15.240767072426,spring
New York,2010-04-26,13.767479424133942,spring
New York,2010-04-27,15.626405123427592,spring
New York,2010-04-28,14.759952915407284,spring
New York,2010-04-29,16.017853936121657,spring
New York,2010-04-30,14.116965098426029,spring
New York,2010-05-01,7.0697533537660355,spring
New York,2010-05-02,12.630714032372097,spring
New York,2010-05-03,6.4924824814425,spring
New York,2010-05-04,10.897089578341552,spring
New York,2010-05-05,8.210858968603697,spring
New York,2010-05-06,16.16087606023713,spring
New York,2010-05-07,7.45480626414796,spring
New York,2010-05-08,14.921546949608734,spring
New York,2010-05-09,11.832524525629633,spring
